0.629519,0.592126,1,1,0.434696,0.400632,1
0.774205,0.460701,1,1,0.425684,0.413871,4
0.516221,0.404471,1,1,0.434696,0.400632,1
0.607027,0.413199,1,1,0.425041,0.414556,1
0.734424,0.600519,1,1,0.432239,0.406972,1
0.614916,0.383658,1,1,0.426378,0.412664,4
0.574128,0.428809,1,1,0.429697,0.410521,1
0.588564,0.589105,1,1,0.425505,0.413987,1
0.76212,0.389197,1,1,0.425339,0.414203,4
0.52176,0.428809,1,1,0.425684,0.413871,1
0.596956,0.520287,1,1,0.425449,0.414067,1
0.790822,0.553185,1,1,0.425684,0.413871,1
0.532334,0.385672,1,1,0.42553,0.413988,1
0.588899,0.421592,1,1,0.425684,0.413871,1
0.654361,0.616968,1,1,0.425586,0.413942,1
0.775715,0.390372,1,1,0.425684,0.413871,4
0.519409,0.427802,1,1,0.425596,0.413932,1
0.599642,0.529183,1,1,0.425684,0.413871,1
0.787968,0.570474,1,1,0.425606,0.413924,1
0.565401,0.384497,1,1,0.425684,0.413871,4
0.579668,0.42797,1,1,0.425392,0.414066,1
0.606691,0.611094,1,1,0.425684,0.413871,1
0.782765,0.393057,1,1,0.413316,0.431069,4
0.519074,0.426124,1,1,0.425684,0.413871,1
0.602327,0.530022,1,1,0.432956,0.406448,1
0.809957,0.575174,1,1,0.425684,0.413871,1
0.551133,0.387182,1,1,0.421622,0.417403,1
0.583864,0.425452,1,1,0.425684,0.413871,1
0.613405,0.60438,1,1,0.427843,0.412191,1
0.774205,0.392386,1,1,0.425684,0.413871,4
0.52176,0.427802,1,1,0.426491,0.413283,1
0.600985,0.545632,1,1,0.425684,0.413871,1
0.814992,0.588434,1,1,0.42598,0.413664,1
0.561036,0.388525,1,1,0.425684,0.413871,1
0.580842,0.428473,1,1,0.425792,0.413798,1
0.614077,0.631068,1,1,0.425684,0.413871,1
0.777562,0.394904,1,1,0.425684,0.413871,4
0.52176,0.426627,1,1,0.425684,0.413871,1
0.607698,0.525994,1,1,0.425684,0.413871,1
0.807103,0.603204,1,1,0.425684,0.413871,1
0.604342,0.3897,1,1,0.425684,0.413871,4
0.575975,0.429984,1,1,0.425684,0.413871,1
0.572786,0.618982,1,1,0.413316,0.431069,1
0.806767,0.409339,1,1,0.427599,0.411474,4
0.523774,0.42176,1,1,0.418912,0.420784,1
0.60988,0.480843,1,1,0.42623,0.413388,1
0.793675,0.634257,1,1,0.422717,0.416419,1
0.693973,0.393561,1,1,0.424996,0.41462,4
0.558686,0.432502,1,1,0.425443,0.414048,1
0.567247,0.605219,1,1,0.425654,0.413901,1
0.817342,0.457847,1,1,0.425747,0.413821,4
0.529648,0.409171,1,1,0.425684,0.413871,1
0.610888,0.415213,1,1,0.425691,0.413866,1
0.743488,0.651713,1,1,0.425684,0.413871,1
0.794347,0.398596,1,1,0.425681,0.413874,4
0.530152,0.430991,1,1,0.425684,0.413871,1
0.60837,0.519448,1,1,0.425684,0.413872,1
0.813817,0.628046,1,1,0.425684,0.413871,1
0.682055,0.394904,1,1,0.425684,0.413871,4
0.559358,0.433173,1,1,0.425684,0.413871,1
0.58336,0.588602,1,1,0.425684,0.413871,1
0.814824,0.539254,1,1,0.425684,0.413871,1
0.506317,0.387015,1,1,0.413316,0.431069,1
0.592256,0.420417,1,1,0.426536,0.413,1
0.54123,0.481346,1,1,0.433398,0.406074,1
0.798543,0.398596,1,1,0.426314,0.412711,4
0.530152,0.418906,1,1,0.428573,0.411507,1
0.604173,0.398261,1,1,0.424654,0.414881,4
0.649661,0.455833,1,1,0.426169,0.413494,1
0.704883,0.379797,1,1,0.426131,0.413483,4
0.524949,0.424781,1,1,0.425684,0.413871,1
0.569932,0.350424,1,1,0.425851,0.413745,4
0.449585,0.332128,1,1,0.425684,0.413871,1
0.459991,0.354955,1,1,0.425694,0.413865,1
0.539216,0.412864,1,1,0.425684,0.413871,1
0.549623,0.34136,1,1,0.425684,0.413871,4
0.447235,0.332632,1,1,0.425684,0.413871,1
0.464859,0.359991,1,1,0.425684,0.413871,1
0.551972,0.41001,1,1,0.425684,0.413871,1
0.539216,0.340185,1,1,0.425684,0.413871,4
0.447067,0.332296,1,1,0.425684,0.413871,1
0.463852,0.358984,1,1,0.425684,0.413871,1
0.546601,0.411353,1,1,0.413316,0.431069,1
0.550462,0.341024,1,1,0.427599,0.411474,4
0.447738,0.332296,1,1,0.418912,0.420784,1
0.462509,0.357306,1,1,0.42623,0.413388,1
0.530991,0.413703,1,1,0.422717,0.416419,1
0.566407,0.344381,1,1,0.424996,0.41462,4
0.451431,0.331792,1,1,0.425443,0.414048,1
0.450424,0.34757,1,1,0.425654,0.413901,1
0.492386,0.410514,1,1,0.425663,0.413886,1
0.583192,0.365194,1,1,0.425512,0.414005,4
0.466705,0.334142,1,1,0.425684,0.413871,1
0.445388,0.340185,1,1,0.425674,0.413878,1
0.480637,0.399268,1,1,0.425684,0.413871,1
0.582689,0.387182,1,1,0.425683,0.413872,4
0.501953,0.337164,1,1,0.425684,0.413871,4
0.444885,0.333975,1,1,0.425684,0.413871,1
0.466705,0.363348,1,1,0.425684,0.413871,1
0.536866,0.413871,1,1,0.425684,0.413871,1
